group,m,harmonic,alg,mean,std,n
CORRENTES,62,29,CoSaMP,0.8980465610143892,0.4242015517551102,30
CORRENTES,62,29,BP,0.9161487019105632,0.6131451061230236,30
CORRENTES,62,30,OMP,0.842703321904115,0.17655417340356996,30
CORRENTES,62,30,CoSaMP,0.8446785433429691,0.17540659969829817,30
CORRENTES,62,30,BP,0.8246423032170902,0.16993162147163277,30
CORRENTES,62,31,OMP,0.9073513344681798,0.15924468815516027,30
CORRENTES,62,31,CoSaMP,0.9092507828490999,0.15717449051496885,30
CORRENTES,62,31,BP,0.8867038070183304,0.16479452142770978,30
CORRENTES,61,1,OMP,0.0050478788642911035,0.004906097289270784,30
CORRENTES,61,1,CoSaMP,0.00023448336552816864,0.0003632520795529796,30
CORRENTES,61,1,BP,0.0009957623502838435,0.00022314276819464254,30
CORRENTES,61,2,OMP,0.0008326565403847195,0.0009565044365025378,30
CORRENTES,61,2,CoSaMP,0.0008245980991087771,0.0009916759946605564,30
CORRENTES,61,2,BP,0.0007071815240793738,0.000593988470588906,30
CORRENTES,61,3,OMP,0.07031220131512063,0.1275157143619248,30
CORRENTES,61,3,CoSaMP,0.06854979699727644,0.12065465068251366,30
CORRENTES,61,3,BP,0.023646640499936023,0.027436957115187635,30
CORRENTES,61,4,OMP,0.1121713782999083,0.16379531162342187,30
CORRENTES,61,4,CoSaMP,0.12796903086707168,0.18657340870256814,30
CORRENTES,61,4,BP,0.04470674172480603,0.05347186117278264,30
CORRENTES,61,5,OMP,0.04574415193955552,0.04372008471740305,30
CORRENTES,61,5,CoSaMP,0.057952358898447874,0.11349826562806244,30
CORRENTES,61,5,BP,0.03687654533846969,0.048736023140398904,30
CORRENTES,61,6,OMP,0.13108325000045873,0.17471221180136473,30
CORRENTES,61,6,CoSaMP,0.15545782215835874,0.17778982534653273,30
CORRENTES,61,6,BP,0.058727980268546524,0.058475438385203964,30
CORRENTES,61,7,OMP,0.1477110096829569,0.16841868604331436,30
CORRENTES,61,7,CoSaMP,0.1783090538152708,0.1814781358492496,30
CORRENTES,61,7,BP,0.08047110293074751,0.08509632084790389,30
CORRENTES,61,8,OMP,0.22978135527944035,0.21695192093121213,30
CORRENTES,61,8,CoSaMP,0.2731255653583134,0.2201517151482505,30
CORRENTES,61,8,BP,0.11692845414644396,0.13256368929400464,30
CORRENTES,61,9,OMP,0.3455965920023146,0.27649838253432857,30
CORRENTES,61,9,CoSaMP,0.5024870659409527,0.4348873665625148,30
CORRENTES,61,9,BP,0.1465286321602422,0.1433647099932569,30
CORRENTES,61,10,OMP,0.7692956798601316,0.8648446136822269,30
CORRENTES,61,10,CoSaMP,1.451337689060519,1.7834285990146364,30
CORRENTES,61,10,BP,0.21004555814181722,0.21622805720321192,30
CORRENTES,61,11,OMP,2.871454694954981,7.840098811303754,30
CORRENTES,61,11,CoSaMP,2.3501482633446824,4.371102855769926,30
CORRENTES,61,11,BP,0.43777649573403893,0.9768310631955196,30
CORRENTES,61,12,OMP,3.4642983756813646,4.654682397406183,30
CORRENTES,61,12,CoSaMP,2.52665797415589,3.9121704885871185,30
CORRENTES,61,12,BP,0.35525282847048445,0.24777328969997645,30
CORRENTES,61,13,OMP,1.6326113539490974,2.0977286416820786,30
CORRENTES,61,13,CoSaMP,0.9857821380670271,1.6672675979202742,30
CORRENTES,61,13,BP,0.30974214540348083,0.21525752683921237,30
CORRENTES,61,14,OMP,0.822687972134094,1.4566988802219352,30
CORRENTES,61,14,CoSaMP,0.6108318365698883,0.31219403799060447,30
CORRENTES,61,14,BP,0.37383783027712275,0.39519051230689184,30
CORRENTES,61,15,OMP,0.686397055273437,0.17532861478546238,30
CORRENTES,61,15,CoSaMP,0.6935227362374987,0.19657050665121648,30
CORRENTES,61,15,BP,0.40929594260219626,0.342905552579364,30
CORRENTES,61,16,OMP,0.5802472263246826,0.2732225368068601,30
CORRENTES,61,16,CoSaMP,0.5851449456000402,0.2905561541213281,30
CORRENTES,61,16,BP,0.571915931595605,0.5135325605155908,30
CORRENTES,61,17,OMP,0.8703356096677578,1.2890663301661083,30
CORRENTES,61,17,CoSaMP,0.8767895400620435,1.2644713721019403,30
CORRENTES,61,17,BP,0.9114249207311815,2.4390746927379614,30
CORRENTES,61,18,OMP,0.6404878137882519,0.47747196574249934,30
CORRENTES,61,18,CoSaMP,0.6457789764953376,0.471274917065921,30
CORRENTES,61,18,BP,1.0570970880823414,1.8199900727301102,30
CORRENTES,61,19,OMP,0.6560100883394195,0.24846990153364723,30
CORRENTES,61,19,CoSaMP,0.661675974751128,0.24756686428716088,30
CORRENTES,61,19,BP,0.6615290703093817,0.4778645573584624,30
CORRENTES,61,20,OMP,0.6372710745198072,0.4153232874206243,30
CORRENTES,61,20,CoSaMP,0.6383560112709478,0.4122734589619216,30
CORRENTES,61,20,BP,1.090581876682233,1.4662049624903537,30
CORRENTES,61,21,OMP,0.7345899132868836,0.17146804611522662,30
CORRENTES,61,21,CoSaMP,0.7384770143289041,0.17069901985399455,30
CORRENTES,61,21,BP,0.4594358505841696,0.273043627675803,30
CORRENTES,61,22,OMP,0.5807773058073654,0.2816424450381872,30
CORRENTES,61,22,CoSaMP,0.5849873812498775,0.2814893222954696,30
CORRENTES,61,22,BP,0.9840345221114225,1.1843945191233503,30
CORRENTES,61,23,OMP,0.691232476815022,0.23879061471814989,30
CORRENTES,61,23,CoSaMP,0.6945911301888757,0.23719490708930863,30
CORRENTES,61,23,BP,1.2969218007034466,1.9821824360314202,30
CORRENTES,61,24,OMP,0.6139308999702165,0.2306770546538605,30
CORRENTES,61,24,CoSaMP,0.6191771113483061,0.23068907078449655,30
CORRENTES,61,24,BP,1.087538360306701,1.6623002662970734,30
CORRENTES,61,25,OMP,0.6449512964318846,0.2565794194953759,30
CORRENTES,61,25,CoSaMP,0.6473027885047719,0.2580999937258068,30
CORRENTES,61,25,BP,0.7780771177570258,0.8165959962771836,30
CORRENTES,61,26,OMP,0.7008235870565744,0.24009009853945187,30
CORRENTES,61,26,CoSaMP,0.702666999604377,0.23864278256486407,30
CORRENTES,61,26,BP,0.5714313218420622,0.27321872641984396,30
CORRENTES,61,27,OMP,0.6954720901130202,0.252878657379649,30
CORRENTES,61,27,CoSaMP,0.6978633217100024,0.25233684853797794,30
CORRENTES,61,27,BP,0.6378054998881285,0.2397041945768649,30
CORRENTES,61,28,OMP,0.7665223865055658,0.18449975082395217,30
CORRENTES,61,28,CoSaMP,0.768537543130684,0.18403926943598375,30
CORRENTES,61,28,BP,0.7006103883553949,0.1797703414671137,30
CORRENTES,61,29,OMP,0.8954023167179911,0.42066970150706395,30
CORRENTES,61,29,CoSaMP,0.8986546991883563,0.4262483979232127,30
CORRENTES,61,29,BP,0.9072855723988039,0.5788584216417068,30
CORRENTES,61,30,OMP,0.8421172761411403,0.17799814858682786,30
CORRENTES,61,30,CoSaMP,0.8440672184461484,0.17692052771418032,30
CORRENTES,61,30,BP,0.8194625160857375,0.17193628241264333,30
CORRENTES,61,31,OMP,0.9070252661486182,0.15928958850205202,30
CORRENTES,61,31,CoSaMP,0.9090795753192645,0.1571057674209565,30
CORRENTES,61,31,BP,0.8844421515864757,0.16478456906904493,30
CORRENTES,60,1,OMP,0.005103653478762265,0.0049527309484117465,30
CORRENTES,60,1,CoSaMP,0.00032945794327603775,0.0004853520283915223,30
CORRENTES,60,1,BP,0.0010669974746396861,0.00031277467379021696,30
CORRENTES,60,2,OMP,0.0010155953848986396,0.0011507654916203312,30
CORRENTES,60,2,CoSaMP,0.0009094085232505073,0.0009985041319811908,30
CORRENTES,60,2,BP,0.0009364541731106086,0.0007973104451036744,30
CORRENTES,60,3,OMP,0.07415457754020956,0.15179974774566693,30
CORRENTES,60,3,CoSaMP,0.06982222873240965,0.12363777430260824,30
CORRENTES,60,3,BP,0.027597338906808575,0.027919164624774933,30
CORRENTES,60,4,OMP,0.11644650431830554,0.1750681978654615,30
CORRENTES,60,4,CoSaMP,0.11998395506944465,0.1786729989166734,30
CORRENTES,60,4,BP,0.04447093957612248,0.04583281221720904,30
CORRENTES,60,5,OMP,0.06516297373817369,0.12744220317243538,30
CORRENTES,60,5,CoSaMP,0.05883683055989816,0.11958558023747198,30
CORRENTES,60,5,BP,0.03856301732603471,0.0514540466432488,30
CORRENTES,60,6,OMP,0.14671505434097462,0.17596229981328668,30
CORRENTES,60,6,CoSaMP,0.15590316368802018,0.17727774342944674,30
CORRENTES,60,6,BP,0.07148790770514671,0.07327953292546209,30
CORRENTES,60,7,OMP,0.16954339756554931,0.16650453496897322,30
