group,m,harmonic,alg,mean,std,n
TENSOES,64,1,OMP,0.004142298005628894,0.0037109909921643177,30
TENSOES,64,1,CoSaMP,0.00037594463889537185,0.0004922270738305647,30
TENSOES,64,1,BP,0.000898860318927596,0.00017369935698294074,30
TENSOES,64,2,OMP,0.001324680759963035,0.0013127302160907163,30
TENSOES,64,2,CoSaMP,0.001552317312627024,0.0015287874123389915,30
TENSOES,64,2,BP,0.0004432467944700407,0.0003965919468579784,30
TENSOES,64,3,OMP,0.17235767983776512,0.13576177243330304,30
TENSOES,64,3,CoSaMP,0.15689064846079373,0.09968074542379357,30
TENSOES,64,3,BP,0.05639914246049786,0.08840864804446127,30
TENSOES,64,4,OMP,0.122740001738339,0.14585643396508136,30
TENSOES,64,4,CoSaMP,0.12334247337409918,0.14543024748145847,30
TENSOES,64,4,BP,0.03433831276310853,0.04184206805240014,30
TENSOES,64,5,OMP,0.04044173122192581,0.04263316143616365,30
TENSOES,64,5,CoSaMP,0.04693376522512806,0.05080406558576865,30
TENSOES,64,5,BP,0.02626784626529469,0.03282506882788695,30
TENSOES,64,6,OMP,0.10579988804266541,0.11574353265307909,30
TENSOES,64,6,CoSaMP,0.13843161967435733,0.18114848825937518,30
TENSOES,64,6,BP,0.026507039693967897,0.034698316055708965,30
TENSOES,64,7,OMP,0.2518255326785076,0.29994258589753753,30
TENSOES,64,7,CoSaMP,0.5158397446938008,1.8184893150278327,30
TENSOES,64,7,BP,0.07668939747762486,0.0855152780261855,30
TENSOES,64,8,OMP,0.27477778846842205,0.19246863607451176,30
TENSOES,64,8,CoSaMP,0.2864167455412517,0.1952755698143273,30
TENSOES,64,8,BP,0.09229847781153659,0.07924446389833108,30
TENSOES,64,9,OMP,0.43519649028750657,0.25351518929399147,30
TENSOES,64,9,CoSaMP,0.44601277336553125,0.2682024842626517,30
TENSOES,64,9,BP,0.12727907125452417,0.15736243698412178,30
TENSOES,64,10,OMP,0.6094155380875379,0.599541593649407,30
TENSOES,64,10,CoSaMP,0.6110761987374914,0.5171369047715912,30
TENSOES,64,10,BP,0.16113653594831556,0.14784030723332944,30
TENSOES,64,11,OMP,0.6432148821080943,0.636735339257329,30
